productID	title	sku	amount	nick	vipLevel	anony	rateID	rate	content	date	buyAmount	dayAfterConfirm	photoNum	
521400551845	现货大荔特产新鲜冬枣胜沾化冬枣水果新鲜 水果有机鲜枣三斤包邮		9.9	九***头	0	true	250424793663	-1	不知道老板怎么发货的～拿到打开一股酸味～枣子也烂了～当天就跟老板沟通～先要求说坏多少了～按颗赔偿～我大概数了数……又让我把好的称斤…我去哪称啊～…我在水里洗了好几遍呢～把好的挑了出来～吃了几颗～味道还可以……结果第二天我把好的打开一看～都发霉了～果断直接扔了……幸好没多吃～	2015年09月01日 14:18	3	0	5
521400551845	现货大荔特产新鲜冬枣胜沾化冬枣水果新鲜 水果有机鲜枣三斤包邮		48	m***g	0	true	251952813750	1	给好评，只是因为不想给卖家难看，但冲枣子，应该是中评的，坏的太多了．有些直接是烂了．个子有大有小，这个无所谓．但是坏的太多了，甜是很甜的。但最多吃到一半．这样算下来，价格就太高了．不如实体店买．	2015年09月20日 19:49	3	0	0
521400551845	现货山东沾化特产新鲜冬枣沾化冬枣水果新鲜水果有机鲜枣三斤包邮		5.9	3***u	0	false	253084620395	1	包装仔细，没见损坏，枣不错，份量足，个儿没有太小的，味甜；物流、快递给力。好评！哇！东西很不错，好喜欢，同学和我说用这下面这个拿点蚊子肉，用了几次，不错。~ 乐分■惠	2015年10月07日 12:21	3	0	0
521400551845	现货山东沾化特产新鲜冬枣沾化冬枣水果新鲜水果有机鲜枣三斤包邮		5.9	t***3	0	true	253078839115	1	沾化冬枣错不了，但从枣的形状看不是下洼的，下洼的枣是鼓形的，但价格优惠，吃起来口感还不错，我还是满意的。卖家服务好，包装严实，发货快，快递送件到家，我很满意。	2015年10月04日 06:22	5	0	0
521400551845	现货山东沾化特产新鲜冬枣沾化冬枣水果新鲜水果有机鲜枣三斤包邮		5.9	m***5	0	true	252521551404	1	还好赶在十一前收到了。不然七天过后估计全烂了。这样子已经有两个坏了。枣子口感一般。不是很脆。不是太新鲜了。6元一斤和家门口15元一斤的自然是没的比的。还算很优惠了。只能安慰自己说口感不好是因为没有药水泡过了。哈哈哈哈哈哈哈哈哈哈。	2015年09月30日 14:36	3	0	0
521400551845	现货大荔特产新鲜冬枣胜沾化冬枣水果新鲜 水果有机鲜枣三斤包邮		48	蓝***鹕	0	true	252175632170	1	包装很好, 小磕碰的没大问题, 枣子都很大个, 个别的都有小鸡蛋大呢, 比较甜的种类, 果皮比较薄, 应该比不上沾化的更薄更酥脆, 但价格比沾化的强悍啊, 沾化的如果是这般大小价格比较难接受, 所以这大荔枣非常给力, 性价比非常高, 非常值得推荐的嗄!!!!!	2015年09月21日 21:49	4	0	0
521400551845	现货大荔特产新鲜冬枣胜沾化冬枣水果新鲜 水果有机鲜枣三斤包邮		9.9	h***y	0	true	251551539955	1	收到就忙着打开洗后尝尝，味道还不错，卖家的发货速度快，包装也很严实，没有一坏果，只有轻微的碰撞了下，只是果果有大有小，就是买少了点，想在买点价格又太贵了，	2015年09月15日 21:34	3	0	0
521400551845	现货大荔特产新鲜冬枣胜沾化冬枣水果新鲜 水果有机鲜枣三斤包邮		9.9	澜***8	0	true	249799740586	1	一打开看到枣子颜色色泽亮度就知道这枣子买对了。洗了一碗很快就啃光了。  \n枣子特别好吃，又脆又甜。又很大个。我的最爱。很惊喜，谢谢店家。  \n绝对五分好评。	2015年08月28日 21:28	3	0	0
521400551845	现货大荔特产新鲜冬枣胜沾化冬枣水果新鲜 水果有机鲜枣三斤包邮		9.9	我***h	0	false	250358211285	1	非常好吃的枣，好大好大的枣，又甜又脆，水分足，价格很实惠的，跟卖家描述的一样，五分。	2015年08月31日 17:36	3	0	0
521400551845	现货山东沾化特产新鲜冬枣沾化冬枣水果新鲜水果有机鲜枣三斤包邮		5.9	猴***1	0	false	253506515770	0	枣子还可以，老板有点黑心啊，3斤包邮，我和猕猴桃一起买的，三十几元，本来买3斤，点错了，一斤花了15.9元，怪不得发货神速，不和 猕猴桃一起发，等你发现已经迟了，太有心机了。	2015年10月08日 17:53	1	0	0
