productID	commentID	nick	tmallLevel	anony	content	serviceContent	date	photoNum	
521262513064	250223588159	小***8	4	true	昨天下单的今天就到了，太给力了，包装和图片一样，味道不错，收到就吃掉了，物有所值，快递服务态度也非常好，非常满意		2015-08-31 11:10:42	1
521262513064	250048124138	q***1	4	true	昨天下单的今天就到了，太给力了，包装和图片一样，味道不错，收到就吃掉了，物有所值，快递服务态度也非常好，非常满意		2015-08-31 11:04:12	1
521262513064	251815263264	t***2	2	true	宝贝收到了， 月饼包装真是好，打算中秋节送礼用的，包装大气上档次，看见真想忍不住尝一口，以前买过五芳斋月饼，挺好吃的，这次买的是礼盒装的，没想到这么便宜，东西还是一如既往的好，宝贝与卖家描述的一致，客服态度很好，不愧是大品牌厂家，同事看见之后都要买这个用来中秋送礼呢，以前买的月饼挺好吃的，质量真心不错，物流速度特很快，真的是很划算，大品牌，老字号，你值得拥有，值得信赖\\n正好做活动买的，真是实惠，比实体店便宜多了		2015-09-21 16:51:16	1
521262513064	253413543301	我***灰	0	true	朋友推荐的，说是搞活动的！就买了6盒！有六种口味……吃着还可以！包装也大气，上档次…就是有一点建议，包装可以改进下，如果向一边倾斜，很容易掉出来！突然发现我家狗狗这么爱吃月饼 哈哈 估计太好吃了		2015-10-08 12:00:27	5
521262513064	250710302551	j***3	2	true	月饼是买来送人的，收到后打开看了下，并无破损，包装不错，很有档次，性价比极高，这个价位能买到这么好的月饼可以说是物有所值了，大品牌值得信赖，生产日期也很给力，物流服务非常好，而且快，店家非常的细心，还赠送了礼盒手提袋，很开心的一次购物体验，今后还会光顾本店！祝店家生意兴隆！	服务好、热情、细心、商品品质值得信赖！	2015-09-07 16:14:40	1
521262513064	250123845792	q***2	2	true	昨天下单的今天就到了，太给力了，包装和图片一样，味道不错，收到就吃掉了，物有所值，快递服务态度也非常好，非常满意		2015-09-01 09:30:13	1
521262513064	250921529211	麦***娜	0	true	月饼收到啦，的确是五芳斋正品味道，和实体店买的口味一致，价格却经济实惠多啦，足足760克啊，真是太实惠啦。馅儿鲜美，一块月饼一个味道，全是独立小包装，干净卫生，生产日期非常新，看出来是用心作生意的商家，月饼自己吃，包装无所谓，实最很需要，份量足，足足480克啊，味道美，格低，还要奢求么呢，做人要足才能长乐啊，真是太实惠啦。超值的一次购物 这个价格真是超值了商家态度很好，发货速度很快啊！还会再来的，马上要走亲戚了哦！大品牌，老	真是太惠啦。儿鲜美，一月一个道，全是立小包装，干卫生，生产期非常新，看出来是用心作生意的商家	2015-09-12 08:06:13	1
521262513064	250392142433	w***r	0	true	月饼收到啦，的确是五芳斋正品味道，和实体店买的口味一致，价格却经济实惠多啦，足足760克啊，口味挺丰富，味道很好，尝了个绿豆沙的， 真是太实惠啦。馅儿鲜美，一块月饼一个味道，全是独立小包装，干净卫生，生产日期非常新，看出来是用心作生意的商家，月饼自己吃，包装无所谓，实惠最很需要，份量足，足足480克啊，味道美，价格低，还要奢求什么呢，做人要知足才能长乐啊，真是太实惠啦。超值的一次购物 这个价格真是超值了商家态度很好，发货速度很快啊！还会再来的，马上要走亲戚了哦！大品牌，物有所值，快递服务态度也非常好 老字号，值得信赖，店家的包装很结实，快递也很快，在期待中收到了月饼，味道好吃极了，甜而不腻，不亏是老字号，包装和图片一样，味道不错，很棒，棒极了，份量足足滴，双黄月饼好大，先品尝一下，中秋前期再来购买，送礼必须送老字号，有保障。		2015-09-03 22:31:22	1
521262513064	250509588863	t***9	4	true	包装高端大气上档次，日期新鲜味道也好!mx31	满意	2015-09-05 13:45:23	1
521262513064	250247323723	高***6	1	true	月饼收到啦，真是太实惠啦。馅儿鲜美，一块月饼一个味道，全是独立小包装，干净卫生，足足480克啊，味道美，价格低，还要奢求什么呢，做人要知足才能长乐啊，真是太实惠啦。超值的一次购物 这个价格真是超值了商家态度很好，发货速度很快啊！还会再来的，马上要走亲戚了哦！大品牌，老字号，值得信赖，店家的包装很结实，快递也很快，在期待中收到了月饼，味道好吃极了，甜而不腻，不亏是老字号，很棒，棒极了，份量足足滴，双黄月饼好大，先品尝一下，中秋前期再来购买，送礼必须送老字号，有保障	服务非常哈啊	2015-09-02 12:27:31	1
521262513064	250604653352	战***9	2	true	宝贝收到了，大品牌，老字号，值得信赖，店家的包装超好的，很上档次物超所值。快递也很快，在期待中收到了月饼，味道很好。五分好评！mx31	发货及时，快递给力！mx31	2015-09-04 12:03:11	1
521262513064	251347407852	青***你	2	true	月饼很小，包装很简单，并不算上礼盒，并不像有的评价那么好的，粽子也不会送的，只是一场笑话，希望大家醒醒吧！！	客服人员很会忽悠，粽子就是虚头，一会有一会没有的，好欺骗，打着虚假广告，忽悠着老百姓，不诚心做生意，早晚会被消费者抛弃，请购买者慎重此商家！！！！	2015-09-17 12:57:10	5
521262513064	251480870450	m***3	2	false	客服的服务态度真不能用差来形容。由于物流信息显示签收而实际上没有收到货，所以联系了客服，希望客服和快递联系下，看看是是什么情况导致没有收到货。可是无论和客服说什么，客服就“在的呢，有什么可以帮您的”一句话，把情况说了好几遍，客服才回复一句“我看看”，之后就又没信了。		2015-09-14 09:16:03	1
521262513064	252318298763	东***1	2	true	很好吃的月饼。月饼很好吃，是在裙主推荐下买的，很实惠很便宜。已经是老客户了，很快就收到货，真的很惊喜，快递大哥人很好，卖家发货的速度也很快。质量很不错。材料很好。味道很正，?很喜欢。产品包装很不错，包装箱很别致，很是显得高端上档次，送朋友都很有面子。打开箱子，里面还有好几层塑料精致包装，卖家有心了。?卖家服务很贴心，还赠送了一点小赠品，很可爱，很开心的一次购物，售后处理也特别妥当，以后还会多光顾支持这家店的。对啦，我是在裙主的推荐下，超低价买的这个商品，实在好优惠啊，就在晒图里面哦！！大家看我晒的图片就知道了哦！	态度好，服务好，水平好太棒了！这个价钱可以买到这么便宜又好吃的月饼～真搞不懂有的人还评论说月饼太小什么的，真想说你是花了多少钱啊，东西好不好才是最重要好吗，月饼再大有卵用吗，今天吃了一个味道很不错	2015-09-25 11:58:00	5
521262513064	250337651238	李***1	3	true	月饼收到打开一看，纸盒里里面的月饼盒包装精美，完全没想到这么便宜的价格还能买到这么好的货，超出意外，性价比太高了，可惜每人限购一盒，不过这也是赚到了，都舍不得吃，月饼很软很新鲜，全五星好评！		2015-08-31 13:55:48	1
521262513064	250645295262	李***倩	3	true	好评,宝贝非常好,我好喜欢,推荐,全5分.非常满意，宝贝很棒！掌柜的好好，产品物美价廉，刚收到货就开始使用上了， 产品很好，卖家很热情。	mx31	2015-09-07 21:54:29	1
521262513064	251311426472	k***1	4	true	不知道这么多人怎么就没人吃出来蛋黄不新鲜吗，后味明显的哈喇油味，不是油心蛋黄也罢了，半个蛋黄也行只要你新鲜，可是仔细吃到最后绝对的哈油味，饼还算新鲜，但是蛋黄绝对是早就生产出来包进去的，跟客服说了，让我拍照片，哈油味照片是能看出来吗？也不知道是别人嘴太粗了，还是我品味道太细了，最后客服干脆不理我了，我想退货的，哪怕扣掉我一个月饼钱，客服就不说话了，估计是食品不能退货，反正卖给你了，也不能退，爱理不理你。差评肯定又会说我是什么差评师，现在很多店家别人一不满意就说人家是差评师，这样就可以堂而皇之躲过自己的不足，好吧，那我中评好了，本来打算送人的，就说自己先尝一下，算了还是超市去买好了，毕竟便宜么，其实一个五元这么小的饼也没觉得多实惠，想送人的朋友建议别买了，送给人家吃出哈喇油味就不好看了。自己吃图个便宜也就罢了。		2015-09-15 19:25:10	5
521262513064	250290526778	物***店	0	true	月饼收到啦，的确是五芳斋正品味道，和实体店买的口味一致，价格却经济实惠多啦，足足760克啊，真是太实惠啦。馅儿鲜美，一块月饼一个味道，全是独立小包装，干净卫生，生产日期非常新，看出来是用心作生意的商家，月饼自己吃，包装无所谓，实惠最很需要，份量足，足足480克啊，味道美，价格低，还要奢求什么呢，做人要知足才能长乐啊，真是太实惠啦。超值的一次购物 这个价格真是超值了商家态度很好，发货速度很快啊！还会再来的，马上要走亲戚了哦！大品牌，老字号，值得信赖，店家的包装很结实，快递也很快，在期待中收到了月饼，味道好吃极了，甜而不腻，不亏是老字号，很棒，棒极了，份量足足滴，双黄月饼好大，先品尝一下，中秋前期再来购买，送礼必须送老字号，有保障		2015-09-02 12:25:32	1
521262513064	250272509211	l***e	4	true	服务态度好，发货速度快，物品质量棒！		2015-08-31 11:33:53	1
