productID	commentID	content	appendDate	dayNum	photosNum	reply	
18741480566	254888468547	料子非常好，很舒服，尺码也合适，做工很精致，颜色和图片一致。值得购买。 服务：卖家的服务也很周到。料子非常好，很舒服，尺码也合适，做工很精致，颜色和图片一致。值得购买。 服务：卖家的服务也很周到。	2015-10-25 15:42:40	0	4	
18741480566	253003710040	收到的宝贝真的很满意，物流也超快，老板的态度也很好。	2015-10-03 21:50:27	2	1	
18741480566	253676746719	很不错，很合身，很好看	2015-10-17 23:07:26	6	1	
18741480566	252050871939	宝贝性价比高，面料很好，物流也很及时，十分满意，下次还会多多光顾的哦。	2015-09-22 19:18:59	0	1	
18741480566	252853598980	穿起来很合身，很舒适	2015-10-03 14:09:19	0	1	
18741480566	252744559867	衬衫怎么说就是一个字好！还有个事，刚才光顾炫了，忘了给大伙说，有个小秘密也是一个在杭州上班的同学给我说的，在下面你们自己看才19块，大家用就行了不用太谢我	2015-10-04 09:52:56	0	1	
18741480566	253003710041	性价比超高，以后还会来光顾的哦。	2015-10-03 21:50:27	2	1	
18741480566	252617469202	穿了几天也没起球，质量确实不错，样子很好帅，值得你拥有。我不是托，实话实说！	2015-09-30 08:59:37	2	1	
18741480566	253153441055	衣服穿了几次，其他都还好，就是衬衫扣子缝合的不够紧实，好多纽扣都掉下来了，而且有两个都不知道啥时候掉的，扣子掉了就没发穿了。卖家是否能赠送几个纽扣？	2015-10-21 19:07:00	16	1	
18741480566	253818102804	质量还可以，穿起来还行。衣服是棉的。秋天穿一件，再加一件外套就够了。如果卖家再搞活动的话本人还要再拍。	2015-10-19 10:51:10	6	1	
18741480566	251479099855	衣服挺不错，包装精细非常赞。穿着舒服，款式时尚。颜色和电脑图片一样。面料手感很好，包装也好，非常喜欢	2015-09-17 15:06:19	0	1	
18741480566	252459440441	不错 穿上挺合身	2015-09-26 22:40:48	0	2	
18741480566	253803722920	唉！色差太大，害我老公穿都不穿了，都送给我公公穿了，真好显老的，我买后悔了，也看得换就干脆给我公公穿了。	2015-10-19 17:22:28	7	1	
18741480566	252442693089	个子171cm 体重127斤 M号刚刚好合身不大不小，希望对你们有帮助	2015-09-28 12:19:57	0	1	
18741480566	253648498063	穿起来很暖和	2015-10-13 15:22:58	0	1	
